index,sentence index,reviewText,overall,productID,positive rationale,negative rationale,positive rationale encoded,negative rationale encoded
23,39,"Dr. Seuss has some really brilliant books.  This book is just a so-so Dr. Seuss.  As a parent who is familiar with about 15 Dr. Seuss books, this is one of my least favorite books.
The book attempts to teach the child what ""Up"" means.  There is a terrific amount of repetition, and the cleverness in the rhyming and pictures is not ""Up!"" to par with other Dr. Seuss books.
My 6-month old children are too young to understand this book, but I think that Mommy and Daddy will tire of the book long before they have gotten the very simple and trivial message in this book : what is the difference between Up and Down ...",3,1712799,"Dr. Seuss has some really \ brilliant \ books.  This book is just a so-so Dr. Seuss.  As a parent who is familiar with about 15 Dr. Seuss books, this is one of my least \ favorite \ books.
The book attempts to teach the child what ""Up"" means.  There is a terrific amount of repetition, and the \ cleverness \ in the rhyming and pictures is not ""Up!"" to par with other Dr. Seuss books.
My 6-month old children are too young to understand this book, but I think that Mommy and Daddy will tire of the book long before they have gotten the very simple and trivial message in this book : what is the difference between Up and Down ...","Dr. Seuss has some really brilliant books.  This book is just a \ so-so \ Dr. Seuss.  As a parent who is familiar with about 15 Dr. Seuss books, this is one of my \ least \ favorite books.
The book attempts to teach the child what ""Up"" means.  There is a terrific amount of \ repetition \ , and the cleverness in the rhyming and pictures is \ not \ ""Up!"" to par with other Dr. Seuss books.
My 6-month old children are \ too \ young to understand this book, but I think that Mommy and Daddy will \ tire \ of the book long before they have gotten the very simple and trivial message in this book : what is the difference between Up and Down ...","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,43,"Completly boring!!! Yes it's a childerns book that they will be able to read beacuse 60% of the book is the word Up.
This one never gets picked for story time just sits on the shelf.
We love Dr Seuss books but this one is disappointing.",1,1712799,"Completly boring!!! Yes it's a childerns book that they will be able to read beacuse 60% of the book is the word Up.
This one never gets picked for story time just sits on the shelf.
We \ love \ Dr Seuss books but this one is disappointing.","Completly \ boring \ !!! Yes it's a childerns book that they will be able to read beacuse 60% of the book is the word Up.
This one \ never \ gets picked for story time just sits on the shelf.
We love Dr Seuss books but this one is \ disappointing \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
25,56,It's a good book for young ones just learning to read but... For collectors or Dr. Seuss fans it's somewhat of a let down. Not having the signature look and style of the Dr Seuss books makes this one more of a curious oddity. Only recommended for fans who need every Seuss book.,4,1712799,It's a \ good \ book for young ones just learning to read but... For collectors or Dr. Seuss fans it's somewhat of a let down. Not having the signature look and style of the Dr Seuss books makes this one more of a curious oddity. Only recommended for fans who need every Seuss book.,It's a good book for young ones just learning to read \ but \... For collectors or Dr. Seuss fans it's somewhat of a let \ down \ . \ Not \ having the signature look and style of the Dr Seuss books makes this one more of a curious oddity. \ Only \ recommended for fans who need every Seuss book.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,59,"Not as great as I remembered it.  It doesn't keep my 2 year old's attention. Maybe when he is older he will like it more,.",4,1712799,"Not as \ great \ as I remembered it.  It doesn't keep my 2 year old's attention. Maybe when he is older he will \ like \ it more,.","\ Not \ as great as I remembered it.  It \ doesn't \ keep my 2 year old's attention. \ Maybe \ when he is older he will like it more,.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,69,I purchased this copy for my granddaughters' school library. It came in a reasonable time and is in reasonable condition. The librarian was happy with it.,4,1712799,I purchased this copy for my granddaughters' school library. It came in a \ reasonable \ time and is in \ reasonable \ condition. The librarian was \ happy \ with it.,I purchased this copy for my granddaughters' school library. It came in a reasonable time and is in reasonable condition. The librarian was happy with it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,71,"Dr. Suess's scansion and made-up words annoy me. My tri-lingual children have a hard enough time differentiating and isolating Standard English words, so I generally avoid Suess.
The volume is a rare welcome exception (there are a few Suessisms) and is an excellent book for first readers.

The story is plain, with the major intention of teaching your child to *read* his or her first words in English (in this case the word is ""up"").

But Quentin Blake's illustrations are superb and worth the price of the volume alone.

The conclusion is a bit silly, and has a rather lazy aspect to it that parents need to guide their children on (no, it isn't okay to sleep in bed all day like the boy in the story, this is just a silly book""), but mostly this is unobjectionable.",4,1712799,"Dr. Suess's scansion and made-up words annoy me. My tri-lingual children have a hard enough time differentiating and isolating Standard English words, so I generally avoid Suess.
The volume is a \ rare \ welcome exception (there are a few Suessisms) and is an \ excellent \ book for first readers.

The story is plain, with the major intention of teaching your child to *read* his or her first words in English (in this case the word is ""up"").

But Quentin Blake's illustrations are \ superb \ and \ worth \ the price of the volume alone.

The conclusion is a bit silly, and has a rather lazy aspect to it that parents need to guide their children on (no, it isn't okay to sleep in bed all day like the boy in the story, this is just a silly book""), but mostly this is unobjectionable.","Dr. Suess's scansion and made-up words \ annoy \ me. My tri-lingual children have a \ hard \ enough time differentiating and isolating Standard English words, so I generally \ avoid \ Suess.
The volume is a rare welcome exception (there are a few Suessisms) and is an excellent book for first readers.

The story is \ plain \, with the major intention of teaching your child to *read* his or her first words in English (in this case the word is ""up"").

But Quentin Blake's illustrations are superb and worth the price of the volume alone.

The conclusion is a bit \ silly \ , and has a rather \ lazy \ aspect to it that parents need to guide their children on (no, it isn't okay to sleep in bed all day like the boy in the story, this is just a silly book""), but mostly this is unobjectionable.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,77,"A fascinating book for anyone who's ever dabbled in rugs. Even if you've been to an Arab souk or an Iranian bazaar, you've probably never come close to the real source of these beautiful objects. Kremmer's trek to the rug-making heartlands helps you appreciate that the carpet on your living room floor didn't materialise in a dealer's show room but was rather the product of a completely different society.",4,2006448,"A \ fascinating \ book for anyone who's ever dabbled in rugs. Even if you've been to an Arab souk or an Iranian bazaar, you've probably never come close to the real source of these \ beautiful \ objects. Kremmer's trek to the rug-making heartlands helps you \ appreciate \ that the carpet on your living room floor didn't materialise in a dealer's show room but was rather the product of a completely different society.","A fascinating book for anyone who's ever dabbled in rugs. Even if you've been to an Arab souk or an Iranian bazaar, you've probably never come close to the real source of these beautiful objects. Kremmer's trek to the rug-making heartlands helps you appreciate that the carpet on your living room floor didn't materialise in a dealer's show room but was rather the product of a completely different society.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,79,"I love this series, but this entry is not Hillerman's best stuff.  I'm not sure if he's running out of steam, or if the life stories of Joe Leaphorn and Jim Chee don't allow much development at this point.  The dense subplotting and evocative details about Navajo life, so evident in the best Leaphorn/Chee stories, are mostly missing here.  Hillerman seems to have been motivated mainly by a desire to wrap up the Jim Chee/Bernie Manuelito relationship, which he does, but not in a particularly original way.  If you are new to this series, try the books written in the 1980's to get a better sense of Hillerman's considerable talent; The Dark Wind is probably the best of the best.",3,2005263,"I \ love \ this series, but this entry is not Hillerman's \ best \ stuff.  I'm not sure if he's running out of steam, or if the life stories of Joe Leaphorn and Jim Chee don't allow much development at this point.  The \ dense \ subplotting and \ evocative \ details about Navajo life, so evident in the \ best \ Leaphorn/Chee stories, are mostly missing here.  Hillerman seems to have been motivated mainly by a desire to wrap up the Jim Chee/Bernie Manuelito relationship, which he does, but not in a particularly original way.  If you are new to this series, \ try \ the books written in the 1980's to get a better sense of Hillerman's considerable talent; The Dark Wind is probably the \ best \ of the \ best \ .","I love this series, \ but \ this entry is \ not \ Hillerman's best stuff.  I'm \ not \ sure if he's \ running out \ of steam, or if the life stories of Joe Leaphorn and Jim Chee don't allow much development at this point.  The dense subplotting and evocative details about Navajo life, so evident in the best Leaphorn/Chee stories, are mostly \ missing \ here.  Hillerman seems to have been motivated mainly by a desire to wrap up the Jim Chee/Bernie Manuelito relationship, which he does, but not in a particularly original way.  If you are new to this series, try the books written in the 1980's to get a better sense of Hillerman's considerable talent; The Dark Wind is probably the best of the best.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,99,good read,4,2005263,\ good \ read,good read,"[0, 1, 0, 0]","[0, 0, 0, 0]"
32,102,"Hillerman has a poetic way of describing the setting for his stories.  The stories include
detailed information about the traditions of the Navajos...their beliefs and how they have
Adapted to modern day living.  I enjoy his stories because I knew nothing about the Native
Americans.  The story plots are always unique and the endings unexpected.  He is a good
Storyteller.",4,2005263,"Hillerman has a poetic way of describing the setting for his stories.  The stories include
\ detailed \ information about the traditions of the Navajos...their beliefs and how they have
Adapted to modern day living.  I \ enjoy \ his stories because I knew nothing about the Native
Americans.  The story plots are always \ unique \ and the endings \ unexpected \ .  He is a \ good \
Storyteller.","Hillerman has a poetic way of describing the setting for his stories.  The stories include
detailed information about the traditions of the Navajos...their beliefs and how they have
Adapted to modern day living.  I enjoy his stories because I knew nothing about the Native
Americans.  The story plots are always unique and the endings unexpected.  He is a good
Storyteller.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,107,Good background. Interesting premise that is believable. My only complaint about all of the Hillerman stories is the endings. The hero always has a miraculous escape. You can count on it.,3,2005263,\ Good \ background. \ Interesting \ premise that is \ believable \. My only complaint about all of the Hillerman stories is the endings. The hero always has a \ miraculous \ escape. You can count on it.,Good background. Interesting premise that is believable. My only \ complaint \ about all of the Hillerman stories is the endings. The hero always has a miraculous escape. You can count on it.,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,121,"Compelling, twisting mystery involving several law entities.  The author skillfully weaves a varied story line of love, drugs, jurisdictional CYA and happily ever after's.  Believable characters, entertaining and informative dialogue.

I may re-read this book and always look forward to other works by this author.",4,2005263,"\ Compelling \ , \ twisting \ mystery involving several law entities.  The author \ skillfully \ weaves a varied story line of love, drugs, jurisdictional CYA and happily ever after's.  \ Believable \ characters, \ entertaining \ and \ informative \ dialogue.

I may \ re-read \ this book and always \ look forward \ to other works by this author.","Compelling, twisting mystery involving several law entities.  The author skillfully weaves a varied story line of love, drugs, jurisdictional CYA and happily ever after's.  Believable characters, entertaining and informative dialogue.

I may re-read this book and always look forward to other works by this author.","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35,125,Not up to most of Ton'y novels but a good plot and fun read.,4,2005263,Not up to most of Ton'y novels but a \ good \ plot and \ fun \ read.,\ Not \ up to most of Ton'y novels but a good plot and fun read.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,129,Awesome reading....the scientific premise around Einstein's Time Distortion makes this a very thought provoking book.,4,2005263,\ Awesome \ reading....the scientific premise around Einstein's Time Distortion makes this a \ very thought provoking \ book.,Awesome reading....the scientific premise around Einstein's Time Distortion makes this a very thought provoking book.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,133,Predictably fun to read.,3,2005263,Predictably \ fun \ to read.,\ Predictably \ fun to read.,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]"
38,134,"As with all his Chee and Leaphorn novels, Hillerman delivers a clever little mystery sat in the dark southwest that is very worth reading if you like his other books.  There is a conflict between Bernie and Chee over them getting back together after a separation while an enemy lurks in the shadows to cover up a murder for well, you can guess the motive.  I really like his novels since they provide a glimpse into Native American life which I rarely find in other books.  He has a solid and established brand that carries on through generations of readers and novels like this keep the fire burning.  Definitely a wise purchase!",4,2005263,"As with all his Chee and Leaphorn novels, Hillerman delivers a \ clever \ little mystery sat in the dark southwest that is \ very worth \ reading if you \ like \ his other books.  There is a conflict between Bernie and Chee over them getting back together after a separation while an enemy lurks in the shadows to cover up a murder for well, you can guess the motive.  I really \ like \ his novels since they provide a glimpse into Native American life which I \ rarely \ find in other books.  He has a \ solid \ and \ established \ brand that carries on through generations of readers and novels like this keep the fire burning.  \ Definitely \ a \ wise \ purchase!","As with all his Chee and Leaphorn novels, Hillerman delivers a clever little mystery sat in the dark southwest that is very worth reading if you like his other books.  There is a conflict between Bernie and Chee over them getting back together after a separation while an enemy lurks in the shadows to cover up a murder for well, you can \ guess \ the motive.  I really like his novels since they provide a glimpse into Native American life which I rarely find in other books.  He has a solid and established brand that carries on through generations of readers and novels like this keep the fire burning.  Definitely a wise purchase!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,136,I don't like Hillerman novels.  It was chosen for our book club. .,2,2005263,I don't like Hillerman novels.  It was chosen for our book club. .,I \ don't like \ Hillerman novels.  It was chosen for our book club. .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
